pid,pos_title,company_name,pos_summary,pos_start_month,pos_start_year,pos_end_month,pos_end_year,location
602,Tweep,Twitter,"Selected to participate in #TwitterBlockParty, #TerningTheTable, and #SummerVibes",07,2017,08,2017,San Francisco Bay Area
603,Resident Assistant,Mills College,"Provides information for on-campus residents. Assures safety and enforces campus residential policies.
Builds community with residents to ensure a welcoming experience in on-campus housing.",08,2016,12,2018,
603,Teaching Assistant - Intro to Computer Science,Mills College,"Support instructor in guiding first generation college students.
Created Android applications using App Inventor.",00,0000,00,0000,"Oakland, CA"
603,Teaching Assistant - Techmakers,Mills College,"Support instructors to teach students an overview of digital creation across disciplines including web development, digital humanities, infographics and app development.",01,2018,05,2018,"Oakland, CA"
603,Teaching Assistant - Intro to Computer Science,Mills College,"Support instructor in guiding first generation college students.
Created Android applications using App Inventor.",00,0000,00,0000,"Oakland, CA"
603,Camp Counselor,Girls Make Games,"Mentor students in game development with Unity and Stencyl.
Guide a team through game development, design, creative tools, and programming.",00,0000,00,0000,"San Francisco, California"
603,Teaching Assistant,Mission Bit,"Teach a diverse group of students through a project based coding course.
Covered the fundamentals of HTML, CSS and JavaScript.",01,2018,07,2018,"San Francisco, CA"
604,Team Member,JoAnn Fabric and Craft Stores,"customer service, completing transactions, pushing sales, offering friendly advice, providing help",10,2011,05,2014,
609,Associate,Silver Dragon Cafe,"-Utilized sales data to configure Micros point-of-sale systems to reduce customer transaction times.
-Initiated and completed a food cost analysis as well as a food cost template to be used in the future.
-Discovered and corrected a pricing discrepancy which resulted in an average $600 increase in monthly breakfast revenue.
-Trained 15+ on-boarding new staff members and accurately verified 800+ cash drawers.",12,2014,06,2018,"Oakland, California"
609,Academic Tutor,"Mills College, Lorry I. Lokey Graduate School of Business","Courses: Introduction to Economics, Microeconomics, Strategic Behaviours",01,2018,05,2018,"Oakland, California"
609,Tutor,Aspire Education Project,,09,2015,03,2016,"Oakland, California"
609,Hostess,California Pizza Kitchen,,12,2012,11,2013,"Bay Street Emeryville, California"
610,Participant at Google's Applied Machine Learning Intensive,Google,"• Selected from over 600 applicants as one of a 21-person cohort to take part in a ten- week, project-based Machine Learning pilot program fully funded by Google at Mills College for 9 credits
• Analyze and clean visual data, and develop the ability to differentiate between machine learning models, diagnose modeling issues, and adjust input data accordingly
• Discern when machine learning is the optimal approach, versus other solutions
• Gain greater proficiency in SQL and Python
• Understand the ethical use of Artificial Intelligence and how to identify bias... See more",02,2019,13,9999,"Oakland, CA"
610,Undergraduate Researcher,Rochester Institute of Technology,"• Participated in an NSF Research Experiences for Undergraduates (REU) program in Computational Sensing
• Worked on a team project aligning eye gaze and dialogue for context-aware automatic image annotation using a framework inspired by statistical machine translation... See more",05,2018,13,9999,"Rochester, NY"
610,Peer Tutor,Mills College,"• Worked individually with students in Data Structures and Algorithms, Discrete Math II, and Introduction to Computer Programming
• Helped students improve understanding of concepts for better performance on homework and exams",09,2017,13,9999,"Oakland, CA"
610,Administrative Assistant,Carole Wang Green Fashion Inc.,"• Created digital systems to handle inventory, invoicing, accounting, and customer management
• Helped design website and marketing campaigns with digital tools",03,2008,06,2011,"Fremont, CA"
611,Software Engineer Intern,Lucidworks,"I support the documentations team by writing and editing, simple programs and scripts, in python, bash, etc. in order to automate the process push information onto the site. I help fix general issues on the documentations website, like pages not populating correctly. I also help the documentations team with with general tasks, like updating information on the documentations site when new products, or versions of products, are pushed out.",06,2018,13,9999,
611,Admissions Ambassador,Mills College,"I support the facilitation of on-campus welcome events for prospective, and newly admitted students. I also run, open, and close the front desk for the Office of Admissions by meeting the expectations of all walk-ins, appointments, and calls accordingly. I also give tours of campus to anyone who is interested in learning more about the college.",03,2017,03,2018,
611,Volunteer Engagement Outreach Intern,Pro Bono Net,"I helped maintain the general website by making sure that the pro bono opportunities listed were up to date, and helping resolve issues on the website in JIRA. I also communicated with all of the partner organizations to ensure that all the data reflected upon the site was still relevant, while also writing new documentation to help the parter organizations better utilize ... See more",06,2017,08,2017,San Francisco Bay Area
611,CORE Leader,Chinese Progressive Association,"I outreached and campaigned about social injustices, to educate, organize, and empower youth members. I also educated youth around current social issues and local propositions, while working with local community leaders to organize protests, actions, and events.",06,2013,08,2015,San Francisco Bay Area
614,"Head of Global Programs, Service Operations",Tesla,,11,2017,13,9999,
614,"Vice President, Digital Technology",Macy's,,04,2009,10,2017,
614,"Director, eCommerce (Sephora.FR/LVMH)",Capgemini,,01,2005,06,2008,
614,Sr. Analyst/Digital Products,"Williams-Sonoma, Inc.",,09,2001,12,2004,
615,Head Butcher,"Belcampo Group, Inc.","Managed timeline of store opening on a daily basis
Cut meat to Belcampo specs to fill meat case on a daily basis
Insure proper rotation through multiple whole animal species
Break down of whole animals to Belcampo specs
Product development as it relates to the butcher shop
Customer interaction including giving cooking techniques and tips
Portion cutting for the restaurant and customers as requested
Maintain positive relationship with plant for weekly ordering... See more",05,2013,08,2015,"Larkspur, Ca"
615,Chef,Imagine Culinary Group,"Meet with staff individually to discuss job performance and expectations
Ensure food quality and safety standards set by Imagine Culinary Group and HACCP
Manage subsidized budget for cafe
Supervise corporate cafes as well an onsite catering",08,2012,04,2013,South San Francisco
615,Chef Manager,Guckenheimer,"Fibrogen (onsite), Nektar (offsite)
Utilize excellent interpersonal and organizational skills to supervise multiple corporate cafes as well an offsite catering account, provide support and leadership to kitchen and front of the house staff in order to ensure timeliness and excellence in quality and appearance ... See more",09,2007,08,2012,
615,Catering Chef/Manager,Lucas Film Guckenheimer,"Enforce all safety measures and local health codes are met, conduct daily and nightly inspections of kitchen and front of the house to maintain cleanliness
Responsible for entering and billing for all catering events using Guckenheimer’s proprietary software... See more",09,2007,08,2012,
615,Sous Chef,Amalia Restaurant,"Trained, supervised and provided leadership for a 15 person kitchen including prep cooks and line cooks
Responsible for maintaining day-to-day operations including food preparation and production as well as expediting hot and cold lines... See more",05,2007,07,2007,
615,Executive Sous Chef,Dos Caminos Soho,"Supervised and managed scheduling for a 20 person staff
Maintain food and labor budgetary requirements set by BRG Management
Used Eatec program to maintain accurate inventory and food cost
Oversee daily execution of large volume kitchen in order to maintain quality and acc... See more",01,2006,03,2007,
615,Sous Chef,P.J. Clarke’s/Sidecar Restaurant,"Assisted in supervision of staff for three kitchens
Expedition of line nightly for Sidecar Restaurant maintaining the high standards of quality and guest
satisfaction expected... See more",04,2005,12,2006,
616,Webmaster,California Foundation for the Gifted,,06,2017,13,9999,"Berkeley, CA"
616,Webmaster,Fluid Drive Engineering,,03,2016,13,9999,"Berkeley, CA"
616,Document Scanner,Construction Monitor,Scan construction permits at various city halls and planning departments to build a database for independent contractors in the East Bay.,05,2016,09,2016,"East Bay, California"
616,Graphics Editor,Frin Graphics,"Photoshop and InDesign creation of product labels, documents, and pictures",01,2016,08,2016,"Oakland, CA"
616,Marketing,Localwise,Outreach to local business owners about the features of the Localwise service,11,2015,06,2016,
616,UC Berkeley Campus Marketer,Roomi,On campus direct marketing to students about the features of the Roomi app,11,2015,01,2016,San Francisco Bay Area
616,Wholesale Account Manager,Living Tree Community Foods,"Managed sales team varying in size of up to three people for raw organic kosher food company
Prospected and qualified new accounts
Developed accounts and upsold existing product lines
Met with grocery store managers and corporate buyers... See more",02,2013,07,2015,
616,After School Teacher,Visiontech,"Taught animation, stop motion, and lego robotics skills and programs to Elementary school students in the East Bay.",08,2012,02,2013,"Danville, CA"
616,Editor-in-Chief,The Cooper Point Journal,"Led team of student reporters, page designers, and section editors at a college newspaper.",06,2010,10,2010,"Olympia, WA"
616,Page Designer / Section Editor,The Cooper Point Journal,"Organized newspaper page layout in Adobe InDesign, solicited content from students for the Letters and Opinions section",09,2009,06,2010,
616,Sales Associate,Aaron Brothers Art,Designed matting for framed art.,05,2007,09,2008,
616,Tutor,Highlands Elementary School,Tutored at risk 4th and 5th graders in English and Math.,09,2006,06,2007,
617,Student,Mills College,,08,2017,13,9999,
617,Assistant Manager,Cinema 7 - Bennington,,12,2016,05,2017,
617,Relationship Banker,Chase,,12,2015,09,2016,"Berkeley, California"
617,Paraprofessional,Income & Estate Planning Partners,,09,2013,10,2015,
617,CSWII,Kirkwood Public Library,,01,2013,04,2015,
618,Graduate Assistant,Mills College,"Assisted students with understanding material in Computer Networks, and Cryptography and Network Security, while simultaneously enrolled in course
Held lab hours and extended lab hours as needed to tutor peers and assist with homework completion
Grade homework assignments and advocate for student needs
Serve as liason between students and professor",08,2018,13,9999,"Oakland, CA"
618,Pro Coding Instructor,CAMP EDMO,"Single-handedly managed groups of up to 25 K-8th grade campers in computer- and science-oriented activities
Instructed weekly groups of 5th to 8th grade campers, many with no prior coding experience, in coding JavaScript games in WoofJs and Lua scripts in Roblox, balancing instructi... See more",06,2018,08,2018,"Palo Alto, CA"
618,Computer Science Tutor/Grader,Harvey Mudd College,"Tutored CS35 course while currently enrolled in course and with no prior similar-level experience in the field
Fielded questions, explained difficult content, and responded to Piazza queries alone or with other tutors for four to 60 students during weekly tutoring hours for Introduction to ... See more",09,2016,05,2018,"Claremont, CA"
618,Assistant Instructor,Galileo Learning,"- Led groups of around 20 fifth- to eighth-grade campers in fun and engaging activities during seven-week summer camp. Distributed lunches, oversaw camper food safety, especially regarding allergies, encouraged campers to persevere in and out of the classroom, and inspired them to continue to succeed.... See more",06,2016,08,2017,"Saratoga, CA and San Jose, CA"
618,Intern,Scripps College Information Technology Department,"Unboxed, imaged, and updated over 100 Windows and Mac computers in less than one month to prepare for deployment to end users.
Trained new interns in departmental procedures.
Answered phone calls, created user guides, retrieved mail, completed clerical tasks... See more",05,2015,08,2017,"Claremont, CA"
619,Research Assistant,CORE Diagnostics,Estimated and processed tissue samples in an oncology research lab. Expedited tissue processing by honing tissue size estimation techniques.,10,2015,03,2016,"Palo Alto, CA"
619,Business Development,PogoLab,Responsible for helping bring a product to market. Revenue/expense forecasting. Increased lead generation through the creation of promotional material.,02,2014,08,2014,"London, United Kingdom"
619,Assistant de langue anglaise,Académie de Creteil,Taught multiple English and business English courses in a French high school. Consistently received high student evaluations and improved student outcomes.,09,2012,05,2013,"Paris Area, France"
620,Analytical Linguist,"Google, Inc.",,04,2008,13,9999,
620,Teaching Assistant,UCLA,,00,2007,00,2008,
620,Portuguese Language Quality Evaluator,"Google, Inc.",,06,2007,09,2007,
620,Linguist,Butler Hill Group,,00,2005,00,2006,
621,Teacher's Assistant - CS,Mills College,,09,2018,13,9999,Oakland
621,Camp Coordinator,Galileo Learning,,06,2018,08,2018,
621,Staff Accountant,BlueVine,,11,2017,05,2018,Redwood City
621,Accountant,Selligent Marketing Cloud,,04,2016,11,2017,Redwood City
621,Account Coordinator - Contract,LendUp,"Assisted clients with questions about their loan applications, payments, and overall account. Educated applicants on the product.",01,2016,04,2016,
621,Counseling Department Intern,San Francisco State University,,06,2014,06,2015,San Francisco Bay Area
621,Resident Assistant,San Francisco State University,,06,2014,06,2015,San Francisco Bay Area
621,Junior Camp Counselor / Camp Counselor,Mission Valley Ymca,Summers of 2008 - 2012,06,2008,06,2012,Greater San Diego Area
622,Software Developer,Farallon Geographics,,01,2019,13,9999,"San Francisco, California"
622,Freelance Software Developer,Self-Employed,"Current focus in solving consumer finance problems via mobile and web app solutions, working in Java/Android, Javascript & React/React Native.

Github:... See more",12,2016,13,9999,"Oakland, CA"
622,Technology Project Manager,KIPP Bay Area Schools,,05,2017,09,2017,"Oakland, CA"
622,Engagement Division Manager,"TerrAvion, Inc.","-Developed 21-day comprehensive onboarding protocol executable by Customer Support Team
-Managed 1 full-time and 2 part-time Customer Support Personnel
-Produced 3 marketing videos that reached 25% click rate in email campaign
-Renewed enough customers to double ARR (inclusive of customers retained throu... See more",01,2016,01,2017,"San Leandro, CA"
622,Product Lead,"TerrAvion, Inc.","Sourced customer feedback to develop a 2-year product improvement roadmap including 5 key feature upgrades. Directed mobile app development with 3rd party firm, conducting all testing. Worked with 2 engineers on the team to design and solve urgent usability problems with hybrid solutions pending full feature upgrades.",01,2015,01,2017,"San Leandro, CA"
622,Customer Success Manager,"TerrAvion, Inc.","-Designed and executed a customer success program (training, intervention, customer support, educational content via video and emails).
-Drove a +150% growth in revenue for 2015 customer cohort.
-Designed & executed +100 webinars (GoTo Meeting) and in-person trainings... See more",11,2014,12,2015,"San Leandro, CA"
622,Operations Analyst,"TerrAvion, Inc.","Documented and refined essential operational procedures, outlining low-hanging fruit for optimization. Executed python scripts for geo-referenced image processing. Used SQL in a MySQL / PostGIS database to identify issues from user interface end-to-end in the database.",06,2014,10,2014,"Dublin, CA"
622,Teaching Fellow in Residence,Citizen Schools,"Americorps Fellow employed by Citizen Schools, enrolled in the Reach Institute campus-based credentialing program for a single-subject credential in Math. Learned and implemented critical thinking pedagogy in over 100 50-minute lesson plans, aligned to CA Common Core standards for 6th grade. This remains the most fulfilling role I have ever had.",06,2013,06,2014,"Alum Rock, East San Jose, CA"
622,Research Assistant,UC Berkeley,Designed and executed E-prime experiments for pupil dilation measurements to collect data on cognitive resources (java script). Used Tobii eye-tracking device.,05,2012,11,2012,"Berkeley, CA"
622,Admissions Office Tour Guide,"St. John's College, Annapolis, MD",,08,2011,05,2012,"Annapolis, MD"
622,Career Services Office Student Assistant,St. John's College (NM),,01,2009,05,2010,"Santa Fe, New Mexico Area"
622,Student Intern,Purple Line Now!,Conducted constituent outreach on behalf of PLN! initiative. Represented PLN at town halls and Environmental Impact meetings.,11,2008,01,2009,Washington D.C. Metro Area
622,Deputy Field Organizer,Obama for America,"Conducted voter outreach, organized local clubs and affiliations in effort to recruit more volunteers. Directed canvassing programs for +100 volunteers in Pittsylvania county. Organized and scheduled phone banks. Worked for democracy and loved it.",08,2008,11,2008,"Danville, VA"
623,Computer Science Tutor,Mills College,,01,2019,13,9999,
623,Graduate Student Assistant,Mills College,,08,2017,13,9999,Oakland
623,Computer Science Tutor,Ohlone College,"• Assisted professors during lectures for introductory and intermediate level programming courses including Data Structures using C++.
• Managed lab sessions outside of class and offered group, individual, and online tutoring.
• Extensive work with introductory and intermediate level Java and C++.",09,2016,13,9999,"Fremont, CA"
623,Data Quality Analyst,Facebook,"QA/Product Launch Support-
• Supported product launch of Facebook CRM.”
• Trained and managed 13 contractors for a short-term data entry projects.
... See more",08,2013,02,2015,"Menlo Park, CA"
625,Senior Recruiter,Ellation,"Full Life Cycle Recruiter responsible for:

Data Engineering | Data Science | Software Engineering (Video & Ads) & Management
Senior (+) Product Management (Payments, Subscriptions, Video & Ads, Data)

Motion Graphics | Content Protection | User Research | Copywriting | Post - Production
Graphic Design | Product Design & Management | Web Development & Design
... See more",10,2018,13,9999,
625,Recruiter,Ellation,"Full Life Cycle Recruiter responsible for roles in:
Data Engineering | Data Science
Motion Graphics | Content Protection | User Research | Creative Services
Product Management (Senior Level +)... See more",06,2017,10,2018,San Francisco Bay Area
625,Graduate Teaching Assistant,Mills College,Enrolled in the Interdisciplinary Computer Science program and TA for one undergrad mathematics course,01,2017,05,2017,"Oakland, California"
625,Technical Recruiter | Account Manager,Kforce Inc,"Sourcer & Recruiter for SWE's, Net Sec/Infrastructure, Mobile, PM's, and Salesforce Cloud.

Fully understand the various business terms pertaining to offers and negotiations: Equity, RSU’s, Seed/Angel/VC funding, Stock Options, and Valuations.",11,2015,01,2017,"San Ramon, CA"
625,Staffing Consultant | Technical Recruiter,AppleOne,"Sourcer & Recruiter for Drupal & PHP Developers, Marketing Managers, Web Application Developers, Advertising, AP/AR, and Human Resource Professionals.",08,2015,11,2015,Oakland CA
625,Premises Technician,AT&T,"Responsible for clean channels of bandwidth from local servers to customer's homes.

Troubleshoot and/or install cable splicing, aerial terminals, and inside home wiring.
... See more",10,2013,07,2015,"Oakland, California"
625,Instructor | Sergeant,US Army,"Trained and prepared over 6,000 reserve soldiers and airmen for overseas duty and combat in areas of operation to include: Guantanamo Bay, Iraq, and Afghanistan.

Served as Primary and Secondary Instructor for multiple tasks and subjects specifi... See more",11,2006,05,2010,"Ft. Bliss, TX"
625,Watercraft Engineer,US Army,"Under guidance in a team of 5, repaired 4 inoperable Army Vessels to fully functional capabilities within six months of arriving to Camp Patriot, Kuwait.

Saved the Army over $200,000 by conducting repair and maintenance on marine di... See more",09,2005,09,2006,"Kuwait Naval Base, Kuwait"
625,Platoon Guide,U.S. Army Watercraft Engineering School,"Served as Platoon Guide (Leadership Role) for 8 weeks leading a class of thirty watercraft engineers-in-training. Conducted daily room inspections, work accountability, and physical fitness growth.
... See more",09,2004,12,2004,"Fort Eustis, VA"
625,Platoon Guide,U.S. Army Watercraft Engineering School,"Served as Platoon Guide (Leadership Role) for 7 weeks leading sixty Soldiers-In-Training through Drill and Ceremony (Marching and Cadence), Time Management (Barracks Maintenance and Professional Development), and Field Training Exercises.
... See more",07,2004,09,2004,"Fort Jackson, SC"
626,Staff RN II,Kaiser Permanente,"As an inpatient medical-surgical nurse, I cared for general medical-surgical patients as well as the patients of Kaiser Permanente Northern California's specialized Total Joint Replacement unit. I routinely provided nursing care for up to 5 patients in various medical-surgical units with a wide array of medical conditions, including cardiac telemetry, active chemotherapy, and new joint replacements.",08,2018,13,9999,"Fremont, CA"
626,Assistant Department Manager,Kaiser Permanente,"When on duty, I lead the routine and ad-hoc staff operations of a 48-bed adult acute inpatient unit. I ensure that high-quality nursing care is provided across multiple specialties, including cardiac telemetry, oncology, stroke care, and Enhanced Recovery After Surgery (ERAS) protocol cases. I support, coach and mentor an interdisciplinary team of 19 RNs, Pa... See more",05,2017,08,2018,"San Leandro, CA"
626,Staff RN II,Kaiser Permanente,"As an inpatient medical-surgical nurse, I cared for general medical-surgical patients as well as the patients of Kaiser Permanente Northern California's specialized Total Joint Replacement unit. I routinely provided nursing care for up to 5 patients in various medical-surgical units with a wide array of medical conditions, including cardiac telemetry, active chemotherap... See more",02,2016,04,2017,"San Leandro, CA and San Francisco, CA"
626,Civil Information Management NCOIC,US Army Reserve,"I work to improve the flow, archival, and validation of civil information, to include map overlays and civil assessments, at all echelons from 4-person team level through US Army Pacific. I also coordinate lateral flow of civil information to and from partner-nation military forces; nongovernmental organizations, and other US government organizations.... See more",12,2011,13,9999,"Mountain View, CA"
626,Military education coordinator,Abraham Lincoln University,"For a startup online university:

Directing military marketing and outreach; creating process flow charts and telephone scripts; ensuring process compatibility with each military service; advising university Chair... See more",11,2011,06,2012,Greater Los Angeles Area
626,Civil Affairs Medical Sergeant,US Army,"As a Special Operations Medical Sergeant assigned to a Civil Affairs Team, I provided medical coverage and public-health advice covering a wide spectrum of training events and real-world missions.
... See more",11,2007,10,2011,
629,Freelance Web Developer & Digital Marketing Consultant,Freelance,"Integrate knowledge over multiple aspects of information technology and provide digital marketing consulting service including launching website, establishing digital marketing plan, and launching Facebook/Google ads campaigns to achieve client’s success in online world.",10,2018,13,9999,San Francisco Bay Area
629,Trainee Consultant,Mills Business Alumnae Consulting Group,Provided business consultation for the creation of a mobile app that donates to money to local food banks by rounding the user's financial transactions to the nearest dollar and sending the difference.,11,2017,13,9999,"Oakland, CA"
629,Graduate Teaching Assistant,Mills College,"Assisted classes Intro to Programming and Intermediate Programming, including grading assignments and note taking.",08,2017,13,9999,"Oakland, CA"
630,Graduate Assistant,Mills College,Assisting Dr. Ellen Spertus with social media development for the Tech Intersections conference.,08,2018,13,9999,
630,IT Coordinator,University of Maryland,"Developed and maintained a system by which customers could view the ticket queue using Node.js, JavaScript, Electron, JSON, HTML, CSS, and the REST and ServiceNow APIs.
Coordinated a Windows documentation project and a badging project for student training and built a WordPress page for the project.... See more",01,2012,07,2018,Division of Information Technology
630,Help Desk Associate,University of Maryland,"Installed and configured hardware and software in a networked Windows, Linux and Macintosh environment for local and remote users.
Diagnosed and repaired a variety of printing, networking and hardware/software issues with direct end-user interaction at all departmental levels.... See more",01,2008,01,2012,Department of Physics
630,Student Help Desk Associate,University of Maryland,"Installed and configured hardware and software in an Enterprise Windows, Linux and Macintosh environment for local and remote users.
Diagnosed and resolved printing, networking and hardware/software issues with direct end-user interaction at all departmental levels.... See more",10,2005,01,2008,Department of Electrical and Computer Engineering
632,Graduate Teaching Assistant,Mills College,,08,2017,13,9999,"Oakland, CA"
633,Research Assistant,Mills College,Developed Ruby on Rails functionality for the i2share application.,01,2018,13,9999,
633,Graduate Teaching Assistant,Mills College,"Held office hours, graded assignments, and assisted students with lecture material for Software Engineering.",01,2018,13,9999,
634,Social Media and Arts Administration Intern,Humanities West,Assisted at symposium events by providing information to attendees. Moderated organization social media which included posting content that promoted upcoming events and making event listings.,11,2017,05,2018,San Francisco Bay Area
635,Software Engineer,Stitch Fix,,02,2018,13,9999,San Francisco Bay Area
635,Software Engineer Intern,Stitch Fix,,05,2017,08,2017,San Francisco Bay Area
635,Instructor,Bricks 4 Kidz,Developed curriculum and taught a LEGO robotics course.,07,2016,10,2016,San Francisco
635,Career Transition Specialist,Job Corps,Assisted students in a federal training program with employment search.,09,2013,01,2015,San Francisco Bay Area
635,Americorps Vista,Wardrobe for Opportunity,,01,2012,02,2013,San Francisco Bay Area
636,Senior Technical Client Manager,Thomson Reuters,,03,2012,13,9999,San Francisco Bay Area
636,Sr. Legal Technology Specialist,Thomson Reuters,"As a Legal Technology Specialist with West, a Thomson Reuters Company, I am active in the pre and post sales work at assigned law firms providing technical troubleshooting as required and consulting on West products that touch the firm's IT infrastructure and processes. The Legal Technology Specialist works in an assigned territory adding technical credibili... See more",02,2007,03,2012,
636,Project Manager,Reliable,,08,2005,02,2007,
636,Litigation Support Analyst,Midnight Run,,06,2004,08,2005,
637,Application Security Specialist,PayPal,,06,2018,13,9999,
637,Graduate Assistant,Mills College,Implemented and deployed full-stack updates to department alumni website frontend and backend. Conducted static and dynamic analysis of code and application. Added input validation security to user input fields and other appsec defenses.,09,2016,05,2018,"Oakland, CA"
637,Information Security Engineer Intern,Gap Inc.,"Performed dynamic web application vulnerability daily assessments and verification.

Developed interactive messaging bot using Slack that interfaced with ServiceNow APIs.",06,2017,08,2017,San Francisco Bay Area
637,"Program Manager, STEM/Environment",Girl Scouts of Northern California,"Spearheaded pilot “maker” based overnight summer camp for 80+ girls that focused on hands-on experiences in woodworking, soft circuitry, and Arduino coding.

Monitored programmatic budget of over $35,000 ensuring expenditures stayed wit... See more",01,2016,08,2016,"Alameda, CA"
637,"Program Coordinator, STEM/Environment",Girl Scouts of Northern California,"Coordinated ordering, packing and reservations of STEM program boxes for volunteer-led troops and community-based after school program from over 3 offices across council. Topics include circuitry, watershed, space science, native birds and video game design.
... See more",03,2015,01,2016,
637,Program Instructor,Girl Scouts of Northern California,"Re-imagined and implemented introductory video game design program to match Girl Scout mission and principles for girls for grades 3-8.

Led technical instruction of game design lessons with over 100 students in informal... See more",04,2014,03,2015,
637,IT Instructor,Hillcrest (K-8) School,"Collaborated with the K-5th teams to design cross-curriculum activities that connected school
subjects and advancements in technical skills.

Created project-based activities for grades 3-8 that promoted teamwork as well as ... See more",01,2014,06,2014,Oakland
637,Program Coordinator,Techbridge Girls,"Delivered and managed operations of after-school and summer student-centered science, engineering, and technology programs for elementary and middle school student participants.

Managed relationships with partners in the promotion of corporate outreach resulti... See more",08,2009,10,2013,"Oakland, CA"
637,"Institute Coordinator, AYLP",Global Youth Leadership Institute,"Advised and instructed 35 high school students and four adult participants during travel in Central America.

Provided leadership opportunities for student participants through group activities ... See more",02,2012,08,2012,"AYLP 2012, Costa Rica and Panama"
637,After-school Instructor,Safe Passages,"Developed and facilitated Flash animation program and girl's group for middle school girls. Created curriculum and lesson plans for program.

Created and co-led activities for After-School program community as a whole.",10,2007,06,2008,"Oakland, CA"
637,Technology Coordinator/AmeriCorps VISTA Volunteer,The MYC,"Developed technology program designed specifically for middle school girls

Co-led youth workshops and youth-in-video projects such as, Mill Valley Film Festival 2007, Peer Summit 2007 and Latino Film Festival 2007 and 2008... See more",00,2007,00,2008,"San Rafael, CA"
639,Software Engineer,Remix,,09,2018,13,9999,San Francisco Bay Area
639,Code2040 Fellow,Remix,,06,2018,08,2018,"San Francisco, California"
639,Teacher,Mission Bit,"Teach high school students basic coding and problem solving skills.
Build confidence in students of color pursuing interests in science and technology.",06,2016,05,2018,San Francisco Bay Area
639,Peer Tutor,Mills College,"Peer Tutor in the Computer Science department and Chemistry department.
Courses: Intro to Computer Science, Intermediate Programming, Computer Architecture, Computer Graphics, General Chemistry and Organic Chemistry",09,2015,05,2018,"Oakland, CA"
639,Web Developer,"Presence, LLC",,09,2017,01,2018,"San Francisco, California"
639,Web Development Intern,"Presence, LLC",,06,2017,08,2017,San Francisco
639,Communications Coordinator,Brown Boi Project,"Manage all social media streams and blog: Brown Boi Speaks.
Coordinate Summer of Brown Boi communications team.",10,2014,07,2017,San Francisco Bay Area
639,Teacher,Sylvan Learning,,10,2014,06,2015,"Oakland, CA"
640,Associate Software Engineer,LendingClub,,02,2019,13,9999,San Francisco Bay Area
640,CS Grad Student,Mills College,,01,2016,13,9999,"Oakland, CA"
640,Graduate Teaching Assistant for Computer Architecture,Mills College,,08,2017,12,2017,"Oakland, CA"
640,Software Development Engineering Intern,Gap Inc.,,06,2017,08,2017,San Francisco Bay Area
640,Website Client Services Liaison,Acumen LLC,,08,2013,08,2016,"Burlingame, CA"
640,Tutor,Genius Consulting,,02,2013,05,2013,"Cerritos, CA"
640,Docent,Beneski Museum of Natural History,,06,2011,07,2012,"Amherst College, Amherst, MA"
640,Resident Counselor,Beneski Museum of Natural History,,08,2009,07,2012,"Amherst, MA"
640,Administrative Assistant,Beneski Museum of Natural History,,09,2010,05,2012,"Amherst, MA"
640,Lab Assistant,Biology Department,,06,2011,08,2011,Amherst College
640,Executive Program Assistant,Beyond el Campo,,09,2010,12,2010,"Amherst, MA"
640,Event Organizer,Multicultural Resource Center,,01,2010,12,2010,"Amherst, MA"
641,Mobile Engineer,Mozilla,Working on Firefox Focus for Android using Kotlin and Java.,10,2017,13,9999,San Francisco Bay Area
641,Graduate Teaching Assistant,Mills College,,08,2016,13,9999,"Oakland, CA"
641,Mobile Android Intern,Mozilla,"Developed, tested, and debugged new features for Firefox Focus for Android",06,2017,08,2017,"San Francisco, California"
641,Administrative Coordinator,Education Plus - School Based Health Centers,"Assist children and their families in accessing primary medical care through high quality healthcare and health promotion in schools, increase awareness of the health clinics and services provided throughout the community, and build capacity of the schools, their clinics, and clinic staff to assist families navigate the insurance enrollment process.",07,2015,07,2016,"Philadelphia, PA"
641,Intern,Medopad,,06,2014,12,2014,"London, UK"
641,Sleep and Chronobiology Research Assistant,University of Pennsylvania,,05,2013,08,2013,
641,Research Assistant,Penn Medicine BioBank,,05,2013,08,2013,
641,I.S. Intern,Lancaster General Health,Learned the Epic and Dragon systems for physician dictation and documentation. Worked independently with physicians to implement the system before launch at Lancaster General Health in Fall of 2012.,05,2012,09,2012,"Lancaster, Pennsylvania Area"
641,Research Assistant,Franklin and Marshall College,"Researched genome sequences in collaboration with the Clinic for Special Children in Strasburg, PA.",05,2012,09,2012,"Lancaster, Pennsylvania Area"
642,Graduate Teaching Assistant,Mills College,"I grade assignments and coursework, hold weekly workshops, and provide students with feedback on their code. The classes I have worked with are Java I, Java II, and Intro. to Machine Learning.",08,2018,13,9999,"Oakland, CA"
642,Langsley Research Fellow,Mills College,"Half of all observed carboxylic acids in the troposphere has unknown origins. It is suspected that atmospheric aldehydes photo-isomerize under UV light to form vinyl alcohol, which would react with water and form the organic acids. I worked as part of a team to investigate if photoisomerization of aldehydes occurs under tropospheric conditions in the lab. ... See more",06,2017,08,2017,"Oakland, CA"
642,GRID Alternatives Solar Spring Break participant,GRID Alternatives,We worked with North Coast Grid staff to prep for a solar installation at the Willits Grange building.,00,0000,00,0000,"Willits, CA"
643,Mozilla Contributor,FOSS,,08,2018,13,9999,Remote
